"","study","treatment","therm1","therm2","therm3","therm4"
"4003",1,"No Contact",50,49,NA,NA
"4004",1,"No Contact",61,NA,NA,NA
"4005",1,"No Contact",1,1,NA,NA
"4006",1,"No Contact",30,30,NA,NA
"4007",1,"No Contact",5,NA,NA,NA
"4008",1,"No Contact",76,76,NA,NA
"4009",1,"No Contact",31,31,NA,NA
"4010",1,"Recycling Script by Straight Canvasser",50,48,NA,NA
"4011",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"4012",1,"Recycling Script by Straight Canvasser",85,85,NA,NA
"4013",1,"Recycling Script by Gay Canvasser",78,78,NA,NA
"4014",1,"Recycling Script by Gay Canvasser",2,2,NA,NA
"4015",1,"Same-Sex Marriage Script by Straight Canvasser",82,82,NA,NA
"4016",1,"No Contact",8,NA,NA,NA
"4017",1,"No Contact",93,93,NA,NA
"4018",1,"No Contact",99,99,NA,NA
"4019",1,"No Contact",32,32,NA,NA
"4020",1,"No Contact",88,88,NA,NA
"4021",1,"No Contact",41,41,NA,NA
"4022",1,"No Contact",47,47,NA,NA
"4023",1,"Same-Sex Marriage Script by Gay Canvasser",51,51,NA,NA
"4024",1,"Same-Sex Marriage Script by Gay Canvasser",50,65,NA,NA
"4025",1,"Recycling Script by Gay Canvasser",50,50,NA,NA
"4026",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"4027",1,"Same-Sex Marriage Script by Straight Canvasser",60,57,NA,NA
"4028",1,"No Contact",52,52,NA,NA
"4029",1,"No Contact",40,40,NA,NA
"4030",1,"No Contact",95,95,NA,NA
"4031",1,"No Contact",54,54,NA,NA
"4032",1,"No Contact",50,58,NA,NA
"4033",1,"No Contact",1,1,NA,NA
"4034",1,"Same-Sex Marriage Script by Gay Canvasser",66,66,NA,NA
"4035",1,"No Contact",31,31,NA,NA
"4036",1,"No Contact",51,51,NA,NA
"4037",1,"No Contact",49,49,NA,NA
"4038",1,"Recycling Script by Straight Canvasser",50,46,NA,NA
"4039",1,"No Contact",3,3,NA,NA
"4040",1,"No Contact",41,41,NA,NA
"4041",1,"Recycling Script by Straight Canvasser",63,63,NA,NA
"4042",1,"Recycling Script by Straight Canvasser",81,83,NA,NA
"4043",1,"No Contact",90,NA,NA,NA
"4044",1,"No Contact",50,54,NA,NA
"4045",1,"Recycling Script by Straight Canvasser",81,81,NA,NA
"4046",1,"No Contact",50,52,NA,NA
"4047",1,"Recycling Script by Gay Canvasser",70,70,NA,NA
"4048",1,"Recycling Script by Gay Canvasser",80,80,NA,NA
"4049",1,"Recycling Script by Gay Canvasser",37,31,NA,NA
"4050",1,"No Contact",6,6,NA,NA
"4051",1,"No Contact",50,55,NA,NA
"4052",1,"No Contact",47,47,NA,NA
"4053",1,"Same-Sex Marriage Script by Straight Canvasser",52,NA,NA,NA
"4054",1,"Same-Sex Marriage Script by Straight Canvasser",50,48,NA,NA
"4055",1,"No Contact",52,52,NA,NA
"4056",1,"No Contact",65,65,NA,NA
"4057",1,"Same-Sex Marriage Script by Gay Canvasser",98,96,NA,NA
"4058",1,"Same-Sex Marriage Script by Gay Canvasser",54,54,NA,NA
"4059",1,"No Contact",61,NA,NA,NA
"4060",1,"No Contact",82,82,NA,NA
"4061",1,"No Contact",100,94,NA,NA
"4062",1,"No Contact",41,41,NA,NA
"4063",1,"No Contact",71,71,NA,NA
"4064",1,"No Contact",85,85,NA,NA
"4065",1,"No Contact",24,24,NA,NA
"4066",1,"No Contact",2,2,NA,NA
"4067",1,"No Contact",6,6,NA,NA
"4068",1,"No Contact",52,52,NA,NA
"4069",1,"No Contact",84,NA,NA,NA
"4070",1,"No Contact",85,85,NA,NA
"4071",1,"No Contact",100,100,NA,NA
"4072",1,"No Contact",48,48,NA,NA
"4073",1,"No Contact",80,80,NA,NA
"4074",1,"No Contact",33,33,NA,NA
"4075",1,"Recycling Script by Gay Canvasser",72,72,NA,NA
"4076",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"4077",1,"Recycling Script by Straight Canvasser",50,48,NA,NA
"4078",1,"Recycling Script by Straight Canvasser",50,49,NA,NA
"4079",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"4080",1,"No Contact",76,76,NA,NA
"4081",1,"No Contact",90,90,NA,NA
"4082",1,"No Contact",73,73,NA,NA
"4083",1,"Same-Sex Marriage Script by Straight Canvasser",58,71,NA,NA
"4084",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"4085",1,"Recycling Script by Gay Canvasser",41,42,NA,NA
"4086",1,"Recycling Script by Gay Canvasser",50,49,NA,NA
"4087",1,"No Contact",91,91,NA,NA
"4088",1,"No Contact",50,NA,NA,NA
"4089",1,"No Contact",72,72,NA,NA
"4090",1,"No Contact",80,80,NA,NA
"4091",1,"No Contact",50,46,NA,NA
"4092",1,"No Contact",87,87,NA,NA
"4093",1,"No Contact",50,52,NA,NA
"4094",1,"No Contact",50,NA,NA,NA
"4095",1,"Same-Sex Marriage Script by Straight Canvasser",81,81,NA,NA
"4096",1,"Same-Sex Marriage Script by Straight Canvasser",1,1,NA,NA
"4097",1,"Same-Sex Marriage Script by Straight Canvasser",91,90,NA,NA
"4098",1,"Same-Sex Marriage Script by Straight Canvasser",68,72,NA,NA
"4099",1,"No Contact",99,NA,NA,NA
"4100",1,"No Contact",100,95,NA,NA
"4101",1,"No Contact",50,50,NA,NA
"4102",1,"No Contact",50,46,NA,NA
"4103",1,"Same-Sex Marriage Script by Straight Canvasser",10,10,NA,NA
"4104",1,"Same-Sex Marriage Script by Straight Canvasser",99,99,NA,NA
"4105",1,"Same-Sex Marriage Script by Straight Canvasser",50,49,NA,NA
"4106",1,"No Contact",88,88,NA,NA
"4107",1,"No Contact",60,60,NA,NA
"4108",1,"No Contact",71,NA,NA,NA
"4109",1,"No Contact",50,47,NA,NA
"4110",1,"No Contact",96,96,NA,NA
"4111",1,"Recycling Script by Gay Canvasser",66,66,NA,NA
"4112",1,"Recycling Script by Gay Canvasser",50,43,NA,NA
"4113",1,"No Contact",2,2,NA,NA
"4114",1,"No Contact",51,51,NA,NA
"4115",1,"No Contact",12,12,NA,NA
"4116",1,"No Contact",52,52,NA,NA
"4117",1,"No Contact",50,47,NA,NA
"4118",1,"Recycling Script by Gay Canvasser",52,NA,NA,NA
"4119",1,"No Contact",61,61,NA,NA
"4120",1,"No Contact",6,6,NA,NA
"4121",1,"Same-Sex Marriage Script by Straight Canvasser",90,92,NA,NA
"4122",1,"No Contact",90,90,NA,NA
"4123",1,"No Contact",51,51,NA,NA
"4124",1,"No Contact",33,33,NA,NA
"4125",1,"Same-Sex Marriage Script by Straight Canvasser",100,99,NA,NA
"4126",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"4127",1,"No Contact",72,72,NA,NA
"4128",1,"No Contact",48,48,NA,NA
"4129",1,"Recycling Script by Straight Canvasser",69,69,NA,NA
"4130",1,"No Contact",100,100,NA,NA
"4131",1,"No Contact",51,51,NA,NA
"4132",1,"No Contact",91,91,NA,NA
"4133",1,"Same-Sex Marriage Script by Straight Canvasser",2,1,NA,NA
"4134",1,"Recycling Script by Straight Canvasser",66,66,NA,NA
"4135",1,"No Contact",4,4,NA,NA
"4136",1,"No Contact",1,1,NA,NA
"4137",1,"No Contact",1,1,NA,NA
"4138",1,"Recycling Script by Gay Canvasser",80,80,NA,NA
"4139",1,"Recycling Script by Gay Canvasser",1,1,NA,NA
"4140",1,"No Contact",48,NA,NA,NA
"4141",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"4142",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"4143",1,"Recycling Script by Straight Canvasser",61,61,NA,NA
"4144",1,"Same-Sex Marriage Script by Gay Canvasser",50,53,NA,NA
"4145",1,"Same-Sex Marriage Script by Gay Canvasser",50,58,NA,NA
"4146",1,"Same-Sex Marriage Script by Straight Canvasser",41,41,NA,NA
"4147",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"4148",1,"No Contact",69,69,NA,NA
"4149",1,"No Contact",75,75,NA,NA
"4150",1,"No Contact",55,55,NA,NA
"4151",1,"No Contact",36,36,NA,NA
"4152",1,"Same-Sex Marriage Script by Straight Canvasser",97,97,NA,NA
"4153",1,"Same-Sex Marriage Script by Straight Canvasser",5,5,NA,NA
"4154",1,"No Contact",91,91,NA,NA
"4155",1,"No Contact",3,3,NA,NA
"4156",1,"Recycling Script by Gay Canvasser",50,46,NA,NA
"4157",1,"Recycling Script by Gay Canvasser",50,52,NA,NA
"4158",1,"No Contact",60,60,NA,NA
"4159",1,"No Contact",1,1,NA,NA
"4160",1,"No Contact",84,84,NA,NA
"4161",1,"No Contact",74,74,NA,NA
"4162",1,"No Contact",91,91,NA,NA
"4163",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"4164",1,"Recycling Script by Straight Canvasser",69,69,NA,NA
"4165",1,"Recycling Script by Straight Canvasser",9,6,NA,NA
"4166",1,"No Contact",89,89,NA,NA
"4167",1,"No Contact",80,80,NA,NA
"4168",1,"No Contact",51,51,NA,NA
"4169",1,"No Contact",50,50,NA,NA
"4170",1,"No Contact",1,1,NA,NA
"4171",1,"No Contact",100,100,NA,NA
"4172",1,"No Contact",100,96,NA,NA
"4173",1,"Same-Sex Marriage Script by Straight Canvasser",50,57,NA,NA
"4174",1,"No Contact",73,73,NA,NA
"4175",1,"No Contact",100,98,NA,NA
"4176",1,"No Contact",1,1,NA,NA
"4177",1,"No Contact",51,51,NA,NA
"4178",1,"No Contact",61,61,NA,NA
"4179",1,"No Contact",52,52,NA,NA
"4180",1,"Same-Sex Marriage Script by Gay Canvasser",36,36,NA,NA
"4181",1,"Same-Sex Marriage Script by Gay Canvasser",50,44,NA,NA
"4182",1,"Recycling Script by Gay Canvasser",70,70,NA,NA
"4183",1,"Recycling Script by Gay Canvasser",85,NA,NA,NA
"4184",1,"No Contact",50,46,NA,NA
"4185",1,"No Contact",50,NA,NA,NA
"4186",1,"No Contact",2,2,NA,NA
"4187",1,"No Contact",50,44,NA,NA
"4188",1,"Recycling Script by Gay Canvasser",52,56,NA,NA
"4189",1,"Recycling Script by Gay Canvasser",90,90,NA,NA
"4190",1,"Recycling Script by Straight Canvasser",76,76,NA,NA
"4191",1,"Recycling Script by Straight Canvasser",50,49,NA,NA
"4192",1,"Recycling Script by Straight Canvasser",50,48,NA,NA
"4193",1,"No Contact",3,3,NA,NA
"4194",1,"No Contact",51,51,NA,NA
"4195",1,"Recycling Script by Gay Canvasser",21,21,NA,NA
"4196",1,"Recycling Script by Gay Canvasser",50,46,NA,NA
"4197",1,"No Contact",52,52,NA,NA
"4198",1,"No Contact",94,94,NA,NA
"4199",1,"No Contact",50,43,NA,NA
"4200",1,"No Contact",1,1,NA,NA
"4201",1,"No Contact",51,51,NA,NA
"4202",1,"No Contact",3,3,NA,NA
"4203",1,"Same-Sex Marriage Script by Gay Canvasser",50,51,NA,NA
"4204",1,"Same-Sex Marriage Script by Gay Canvasser",47,47,NA,NA
"4205",1,"Same-Sex Marriage Script by Straight Canvasser",50,57,NA,NA
"4206",1,"No Contact",20,20,NA,NA
"4207",1,"No Contact",51,51,NA,NA
"4208",1,"No Contact",95,95,NA,NA
"4209",1,"Same-Sex Marriage Script by Straight Canvasser",88,88,NA,NA
"4210",1,"Same-Sex Marriage Script by Straight Canvasser",71,71,NA,NA
"4211",1,"Same-Sex Marriage Script by Straight Canvasser",6,6,NA,NA
"4212",1,"Recycling Script by Gay Canvasser",50,49,NA,NA
"4213",1,"Recycling Script by Gay Canvasser",50,55,NA,NA
"4214",1,"No Contact",90,90,NA,NA
"4215",1,"No Contact",48,48,NA,NA
"4216",1,"No Contact",50,44,NA,NA
"4217",1,"No Contact",2,2,NA,NA
"4218",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"4219",1,"No Contact",97,97,NA,NA
"4220",1,"No Contact",53,NA,NA,NA
"4221",1,"No Contact",61,61,NA,NA
"4222",1,"No Contact",50,45,NA,NA
"4223",1,"Recycling Script by Straight Canvasser",47,47,NA,NA
"4224",1,"Recycling Script by Straight Canvasser",90,90,NA,NA
"4225",1,"Recycling Script by Straight Canvasser",50,50,NA,NA
"4226",1,"No Contact",100,NA,NA,NA
"4227",1,"No Contact",50,48,NA,NA
"4228",1,"Same-Sex Marriage Script by Straight Canvasser",64,64,NA,NA
"4229",1,"Recycling Script by Gay Canvasser",5,5,NA,NA
"4230",1,"Recycling Script by Gay Canvasser",60,60,NA,NA
"4231",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"4232",1,"No Contact",50,52,NA,NA
"4233",1,"No Contact",51,51,NA,NA
"4234",1,"No Contact",100,95,NA,NA
"4235",1,"No Contact",3,3,NA,NA
"4236",1,"No Contact",85,85,NA,NA
"4237",1,"No Contact",2,2,NA,NA
"4238",1,"Same-Sex Marriage Script by Straight Canvasser",50,41,NA,NA
"4239",1,"Same-Sex Marriage Script by Straight Canvasser",97,97,NA,NA
"4240",1,"No Contact",52,52,NA,NA
"4241",1,"No Contact",100,96,NA,NA
"4242",1,"No Contact",100,100,NA,NA
"4243",1,"No Contact",91,91,NA,NA
"4244",1,"Same-Sex Marriage Script by Straight Canvasser",86,86,NA,NA
"4245",1,"Same-Sex Marriage Script by Straight Canvasser",79,79,NA,NA
"4246",1,"Recycling Script by Gay Canvasser",96,96,NA,NA
"4247",1,"Recycling Script by Gay Canvasser",94,94,NA,NA
"4248",1,"No Contact",56,NA,NA,NA
"4249",1,"No Contact",100,100,NA,NA
"4250",1,"Same-Sex Marriage Script by Straight Canvasser",100,94,NA,NA
"4251",1,"Same-Sex Marriage Script by Gay Canvasser",98,98,NA,NA
"4252",1,"Same-Sex Marriage Script by Gay Canvasser",70,70,NA,NA
"4253",1,"No Contact",50,50,NA,NA
"4254",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"4255",1,"Same-Sex Marriage Script by Gay Canvasser",11,11,NA,NA
"4256",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"4257",1,"Same-Sex Marriage Script by Gay Canvasser",6,6,NA,NA
"4258",1,"No Contact",80,80,NA,NA
"4259",1,"No Contact",59,59,NA,NA
"4260",1,"Same-Sex Marriage Script by Straight Canvasser",52,55,NA,NA
"4261",1,"Same-Sex Marriage Script by Straight Canvasser",71,77,NA,NA
"4262",1,"Recycling Script by Straight Canvasser",78,78,NA,NA
"4263",1,"Same-Sex Marriage Script by Straight Canvasser",60,60,NA,NA
"4264",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"4265",1,"No Contact",62,62,NA,NA
"4266",1,"No Contact",6,6,NA,NA
"4267",1,"No Contact",39,39,NA,NA
"4268",1,"Recycling Script by Straight Canvasser",1,NA,NA,NA
"4269",1,"Recycling Script by Straight Canvasser",24,24,NA,NA
"4270",1,"Recycling Script by Gay Canvasser",71,71,NA,NA
"4271",1,"No Contact",50,47,NA,NA
"4272",1,"No Contact",51,51,NA,NA
"4273",1,"No Contact",56,56,NA,NA
"4274",1,"Same-Sex Marriage Script by Straight Canvasser",31,31,NA,NA
"4275",1,"No Contact",75,75,NA,NA
"4276",1,"No Contact",68,68,NA,NA
"4277",1,"No Contact",62,62,NA,NA
"4278",1,"No Contact",52,52,NA,NA
"4279",1,"No Contact",70,70,NA,NA
"4280",1,"Recycling Script by Gay Canvasser",73,73,NA,NA
"4281",1,"No Contact",100,100,NA,NA
"4282",1,"No Contact",52,52,NA,NA
"4283",1,"No Contact",50,54,NA,NA
"4284",1,"No Contact",77,77,NA,NA
"4285",1,"No Contact",1,1,NA,NA
"4286",1,"Recycling Script by Gay Canvasser",99,99,NA,NA
"4287",1,"Recycling Script by Gay Canvasser",91,91,NA,NA
"4288",1,"Recycling Script by Gay Canvasser",100,98,NA,NA
"4289",1,"Recycling Script by Gay Canvasser",47,47,NA,NA
"4290",1,"No Contact",89,89,NA,NA
"4291",1,"No Contact",64,64,NA,NA
"4292",1,"No Contact",95,95,NA,NA
"4293",1,"No Contact",37,NA,NA,NA
"4294",1,"No Contact",74,74,NA,NA
"4295",1,"No Contact",50,49,NA,NA
"4296",1,"No Contact",22,22,NA,NA
"4297",1,"No Contact",0,0,NA,NA
"4298",1,"No Contact",3,3,NA,NA
"4299",1,"No Contact",50,55,NA,NA
"4300",1,"No Contact",50,48,NA,NA
"4301",1,"No Contact",93,93,NA,NA
"4302",1,"Recycling Script by Straight Canvasser",50,52,NA,NA
"4303",1,"Recycling Script by Straight Canvasser",71,71,NA,NA
"4304",1,"Recycling Script by Straight Canvasser",50,46,NA,NA
"4305",1,"Recycling Script by Straight Canvasser",89,89,NA,NA
"4306",1,"Recycling Script by Straight Canvasser",2,NA,NA,NA
"4307",1,"Recycling Script by Straight Canvasser",42,NA,NA,NA
"4308",1,"No Contact",85,85,NA,NA
"4309",1,"No Contact",100,97,NA,NA
"4310",1,"No Contact",31,31,NA,NA
"4311",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"4312",1,"Recycling Script by Gay Canvasser",1,1,NA,NA
"4313",1,"Recycling Script by Gay Canvasser",8,8,NA,NA
"4314",1,"No Contact",90,NA,NA,NA
"4315",1,"No Contact",4,4,NA,NA
"4316",1,"No Contact",60,60,NA,NA
"4317",1,"No Contact",6,6,NA,NA
"4318",1,"Recycling Script by Straight Canvasser",75,75,NA,NA
"4319",1,"No Contact",10,10,NA,NA
"4320",1,"No Contact",80,80,NA,NA
"4321",1,"No Contact",50,50,NA,NA
"4322",1,"No Contact",32,32,NA,NA
"4323",1,"No Contact",11,11,NA,NA
"4324",1,"No Contact",66,66,NA,NA
"4325",1,"Same-Sex Marriage Script by Gay Canvasser",6,NA,NA,NA
"4326",1,"Same-Sex Marriage Script by Gay Canvasser",65,64,NA,NA
"4327",1,"No Contact",50,50,NA,NA
"4328",1,"Recycling Script by Straight Canvasser",53,53,NA,NA
"4329",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"4330",1,"No Contact",100,100,NA,NA
"4331",1,"No Contact",53,53,NA,NA
"4332",1,"No Contact",100,NA,NA,NA
"4333",1,"No Contact",88,88,NA,NA
"4334",1,"No Contact",88,88,NA,NA
"4335",1,"No Contact",53,NA,NA,NA
"4336",1,"Same-Sex Marriage Script by Straight Canvasser",71,74,NA,NA
"4337",1,"Same-Sex Marriage Script by Straight Canvasser",82,84,NA,NA
"4338",1,"Same-Sex Marriage Script by Straight Canvasser",56,73,NA,NA
"4339",1,"Same-Sex Marriage Script by Straight Canvasser",41,38,NA,NA
"4340",1,"No Contact",49,49,NA,NA
"4341",1,"No Contact",50,53,NA,NA
"4342",1,"No Contact",1,1,NA,NA
"4343",1,"No Contact",51,51,NA,NA
"4344",1,"Same-Sex Marriage Script by Gay Canvasser",82,82,NA,NA
"4345",1,"Recycling Script by Gay Canvasser",20,20,NA,NA
"4346",1,"Recycling Script by Gay Canvasser",50,52,NA,NA
"4347",1,"No Contact",90,90,NA,NA
"4348",1,"No Contact",50,48,NA,NA
"4349",1,"No Contact",15,15,NA,NA
"4350",1,"No Contact",50,45,NA,NA
"4351",1,"No Contact",52,52,NA,NA
"4352",1,"Same-Sex Marriage Script by Straight Canvasser",15,16,NA,NA
"4353",1,"No Contact",41,41,NA,NA
"4354",1,"No Contact",71,71,NA,NA
"4355",1,"No Contact",72,72,NA,NA
"4356",1,"No Contact",4,4,NA,NA
"4357",1,"No Contact",20,20,NA,NA
"4358",1,"No Contact",100,96,NA,NA
"4359",1,"No Contact",1,NA,NA,NA
"4360",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"4361",1,"Same-Sex Marriage Script by Gay Canvasser",72,NA,NA,NA
"4362",1,"Same-Sex Marriage Script by Gay Canvasser",50,59,NA,NA
"4363",1,"Same-Sex Marriage Script by Gay Canvasser",90,90,NA,NA
"4364",1,"Same-Sex Marriage Script by Gay Canvasser",12,12,NA,NA
"4365",1,"Same-Sex Marriage Script by Gay Canvasser",70,70,NA,NA
"4366",1,"No Contact",50,NA,NA,NA
"4367",1,"No Contact",1,1,NA,NA
"4368",1,"No Contact",50,NA,NA,NA
"4369",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"4370",1,"Same-Sex Marriage Script by Straight Canvasser",76,76,NA,NA
"4371",1,"Same-Sex Marriage Script by Straight Canvasser",36,36,NA,NA
"4372",1,"Same-Sex Marriage Script by Straight Canvasser",50,55,NA,NA
"4373",1,"Same-Sex Marriage Script by Straight Canvasser",14,14,NA,NA
"4374",1,"No Contact",70,70,NA,NA
"4375",1,"No Contact",50,NA,NA,NA
"4376",1,"No Contact",81,81,NA,NA
"4377",1,"No Contact",53,53,NA,NA
"4378",1,"No Contact",97,97,NA,NA
"4379",1,"No Contact",53,53,NA,NA
"4380",1,"No Contact",51,51,NA,NA
"4381",1,"Recycling Script by Straight Canvasser",90,90,NA,NA
"4382",1,"Recycling Script by Straight Canvasser",61,61,NA,NA
"4383",1,"No Contact",86,86,NA,NA
"4384",1,"No Contact",95,95,NA,NA
"4385",1,"No Contact",52,52,NA,NA
"4386",1,"No Contact",18,18,NA,NA
"4387",1,"No Contact",99,99,NA,NA
"4388",1,"No Contact",32,32,NA,NA
"4389",1,"No Contact",3,3,NA,NA
"4390",1,"No Contact",10,10,NA,NA
"4391",1,"No Contact",34,34,NA,NA
"4392",1,"No Contact",70,NA,NA,NA
"4393",1,"No Contact",50,49,NA,NA
"4394",1,"Recycling Script by Straight Canvasser",75,73,NA,NA
"4395",1,"Recycling Script by Straight Canvasser",53,53,NA,NA
"4396",1,"No Contact",49,49,NA,NA
"4397",1,"No Contact",98,98,NA,NA
"4398",1,"No Contact",2,2,NA,NA
"4399",1,"No Contact",100,96,NA,NA
"4400",1,"No Contact",89,89,NA,NA
"4401",1,"No Contact",51,51,NA,NA
"4402",1,"Recycling Script by Gay Canvasser",50,56,NA,NA
"4403",1,"Recycling Script by Gay Canvasser",55,55,NA,NA
"4404",1,"No Contact",50,51,NA,NA
"4405",1,"No Contact",2,2,NA,NA
"4406",1,"No Contact",75,75,NA,NA
"4407",1,"No Contact",31,31,NA,NA
"4408",1,"No Contact",58,58,NA,NA
"4409",1,"Recycling Script by Gay Canvasser",81,NA,NA,NA
"4410",1,"Recycling Script by Gay Canvasser",3,3,NA,NA
"4411",1,"Same-Sex Marriage Script by Gay Canvasser",88,88,NA,NA
"4412",1,"Same-Sex Marriage Script by Gay Canvasser",99,99,NA,NA
"4413",1,"Recycling Script by Gay Canvasser",72,72,NA,NA
"4414",1,"No Contact",40,40,NA,NA
"4415",1,"No Contact",51,NA,NA,NA
"4416",1,"Recycling Script by Gay Canvasser",99,NA,NA,NA
"4417",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"4418",1,"No Contact",78,78,NA,NA
"4419",1,"No Contact",50,NA,NA,NA
"4420",1,"Recycling Script by Straight Canvasser",96,96,NA,NA
"4421",1,"No Contact",69,69,NA,NA
"4422",1,"No Contact",6,6,NA,NA
"4423",1,"No Contact",50,NA,NA,NA
"4424",1,"No Contact",1,1,NA,NA
"4425",1,"No Contact",95,95,NA,NA
"4426",1,"Same-Sex Marriage Script by Gay Canvasser",70,70,NA,NA
"4427",1,"Same-Sex Marriage Script by Gay Canvasser",34,34,NA,NA
"4428",1,"No Contact",81,81,NA,NA
"4429",1,"No Contact",85,NA,NA,NA
"4430",1,"Same-Sex Marriage Script by Gay Canvasser",50,50,NA,NA
"4431",1,"Recycling Script by Straight Canvasser",85,85,NA,NA
"4432",1,"No Contact",49,49,NA,NA
"4433",1,"No Contact",51,51,NA,NA
"4434",1,"No Contact",88,88,NA,NA
"4435",1,"Same-Sex Marriage Script by Straight Canvasser",75,75,NA,NA
"4436",1,"No Contact",26,26,NA,NA
"4437",1,"No Contact",22,22,NA,NA
"4438",1,"Same-Sex Marriage Script by Straight Canvasser",46,46,NA,NA
"4439",1,"Same-Sex Marriage Script by Straight Canvasser",2,2,NA,NA
"4440",1,"No Contact",40,40,NA,NA
"4441",1,"No Contact",53,53,NA,NA
"4442",1,"Same-Sex Marriage Script by Straight Canvasser",50,57,NA,NA
"4443",1,"Same-Sex Marriage Script by Gay Canvasser",81,81,NA,NA
"4444",1,"Same-Sex Marriage Script by Gay Canvasser",87,87,NA,NA
"4445",1,"Same-Sex Marriage Script by Gay Canvasser",71,71,NA,NA
"4446",1,"No Contact",50,50,NA,NA
"4447",1,"No Contact",12,12,NA,NA
"4448",1,"Same-Sex Marriage Script by Straight Canvasser",50,56,NA,NA
"4449",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"4450",1,"Same-Sex Marriage Script by Gay Canvasser",84,85,NA,NA
"4451",1,"Same-Sex Marriage Script by Gay Canvasser",50,59,NA,NA
"4452",1,"No Contact",1,NA,NA,NA
"4453",1,"No Contact",100,100,NA,NA
"4454",1,"No Contact",52,52,NA,NA
"4455",1,"Same-Sex Marriage Script by Gay Canvasser",12,12,NA,NA
"4456",1,"Same-Sex Marriage Script by Gay Canvasser",33,NA,NA,NA
"4457",1,"Same-Sex Marriage Script by Gay Canvasser",31,31,NA,NA
"4458",1,"Same-Sex Marriage Script by Gay Canvasser",2,7,NA,NA
"4459",1,"Same-Sex Marriage Script by Gay Canvasser",50,53,NA,NA
"4460",1,"Same-Sex Marriage Script by Gay Canvasser",72,72,NA,NA
"4461",1,"Same-Sex Marriage Script by Gay Canvasser",50,51,NA,NA
"4462",1,"No Contact",50,45,NA,NA
"4463",1,"No Contact",51,51,NA,NA
"4464",1,"No Contact",41,NA,NA,NA
"4465",1,"No Contact",19,19,NA,NA
"4466",1,"No Contact",50,50,NA,NA
"4467",1,"No Contact",86,86,NA,NA
"4468",1,"Same-Sex Marriage Script by Straight Canvasser",98,98,NA,NA
"4469",1,"Same-Sex Marriage Script by Straight Canvasser",71,71,NA,NA
"4470",1,"Same-Sex Marriage Script by Straight Canvasser",50,53,NA,NA
"4471",1,"No Contact",19,19,NA,NA
"4472",1,"Same-Sex Marriage Script by Gay Canvasser",50,54,NA,NA
"4473",1,"Same-Sex Marriage Script by Gay Canvasser",2,2,NA,NA
"4474",1,"Recycling Script by Gay Canvasser",58,58,NA,NA
"4475",1,"Recycling Script by Gay Canvasser",81,81,NA,NA
"4476",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"4477",1,"Same-Sex Marriage Script by Gay Canvasser",91,91,NA,NA
"4478",1,"Same-Sex Marriage Script by Gay Canvasser",40,40,NA,NA
"4479",1,"Same-Sex Marriage Script by Straight Canvasser",55,NA,NA,NA
"4480",1,"Same-Sex Marriage Script by Straight Canvasser",63,63,NA,NA
"4481",1,"Same-Sex Marriage Script by Straight Canvasser",60,70,NA,NA
"4482",1,"No Contact",81,81,NA,NA
"4483",1,"No Contact",7,7,NA,NA
"4484",1,"No Contact",66,66,NA,NA
"4485",1,"No Contact",97,97,NA,NA
"4486",1,"No Contact",81,81,NA,NA
"4487",1,"No Contact",20,20,NA,NA
"4488",1,"No Contact",50,54,NA,NA
"4489",1,"Same-Sex Marriage Script by Gay Canvasser",74,74,NA,NA
"4490",1,"Same-Sex Marriage Script by Gay Canvasser",12,12,NA,NA
"4491",1,"Same-Sex Marriage Script by Gay Canvasser",55,55,NA,NA
"4492",1,"Recycling Script by Straight Canvasser",9,9,NA,NA
"4493",1,"Recycling Script by Straight Canvasser",53,53,NA,NA
"4494",1,"Same-Sex Marriage Script by Straight Canvasser",70,84,NA,NA
"4495",1,"Same-Sex Marriage Script by Straight Canvasser",10,10,NA,NA
"4496",1,"Same-Sex Marriage Script by Straight Canvasser",60,64,NA,NA
"4497",1,"No Contact",50,50,NA,NA
"4498",1,"No Contact",50,48,NA,NA
"4499",1,"No Contact",100,95,NA,NA
