"","study","treatment","therm1","therm2","therm3","therm4"
"988",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,51,57
"989",2,"Same-Sex Marriage Script by Gay Canvasser",50,62,65,68
"990",2,"Same-Sex Marriage Script by Gay Canvasser",85,83,94,76
"991",2,"Same-Sex Marriage Script by Gay Canvasser",4,4,0,6
"992",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,96,100
"993",2,"No Contact",88,91,100,91
"994",2,"No Contact",32,37,22,31
"995",2,"No Contact",70,60,63,69
"996",2,"No Contact",97,87,78,NA
"997",2,"No Contact",41,NA,30,51
"998",2,"No Contact",73,74,71,68
"999",2,"No Contact",44,34,51,45
"1000",2,"Same-Sex Marriage Script by Gay Canvasser",52,59,56,46
"1001",2,"No Contact",50,50,46,46
"1002",2,"No Contact",24,32,26,2
"1003",2,"No Contact",37,43,40,41
"1004",2,"Same-Sex Marriage Script by Gay Canvasser",50,45,45,58
"1005",2,"Same-Sex Marriage Script by Gay Canvasser",10,5,16,NA
"1006",2,"Same-Sex Marriage Script by Gay Canvasser",42,32,58,49
"1007",2,"Same-Sex Marriage Script by Gay Canvasser",91,NA,100,NA
"1008",2,"No Contact",100,100,95,87
"1009",2,"No Contact",29,33,28,38
"1010",2,"No Contact",52,55,43,35
"1011",2,"No Contact",50,49,54,56
"1012",2,"No Contact",47,54,46,41
"1013",2,"No Contact",40,45,NA,36
"1014",2,"No Contact",51,55,61,54
"1015",2,"No Contact",95,93,97,80
"1016",2,"No Contact",51,NA,52,45
"1017",2,"Same-Sex Marriage Script by Gay Canvasser",95,97,95,100
"1018",2,"Same-Sex Marriage Script by Gay Canvasser",41,46,55,58
"1019",2,"Same-Sex Marriage Script by Gay Canvasser",52,34,47,45
"1020",2,"Same-Sex Marriage Script by Gay Canvasser",51,77,86,93
"1021",2,"Same-Sex Marriage Script by Gay Canvasser",82,87,83,84
"1022",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,54,44
"1023",2,"Same-Sex Marriage Script by Gay Canvasser",46,52,52,56
"1024",2,"Same-Sex Marriage Script by Gay Canvasser",100,96,100,100
"1025",2,"Same-Sex Marriage Script by Gay Canvasser",50,45,50,45
"1026",2,"No Contact",97,96,NA,83
"1027",2,"No Contact",61,56,59,64
"1028",2,"No Contact",50,46,56,41
"1029",2,"No Contact",41,30,45,51
"1030",2,"No Contact",75,82,81,62
"1031",2,"No Contact",96,90,NA,100
"1032",2,"No Contact",78,76,NA,83
"1033",2,"No Contact",49,47,62,52
"1034",2,"No Contact",10,22,27,NA
"1035",2,"Same-Sex Marriage Script by Gay Canvasser",60,62,58,76
"1036",2,"Same-Sex Marriage Script by Gay Canvasser",21,22,27,32
"1037",2,"Same-Sex Marriage Script by Gay Canvasser",78,77,89,69
"1038",2,"Same-Sex Marriage Script by Gay Canvasser",90,87,90,100
"1039",2,"Same-Sex Marriage Script by Gay Canvasser",100,96,98,92
"1040",2,"No Contact",80,68,85,NA
"1041",2,"No Contact",74,76,66,74
"1042",2,"No Contact",72,78,79,65
"1043",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,100,100
"1044",2,"Same-Sex Marriage Script by Gay Canvasser",22,26,36,NA
"1045",2,"No Contact",50,50,48,57
"1046",2,"No Contact",50,NA,60,48
"1047",2,"No Contact",51,55,65,NA
"1048",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,NA,66
"1049",2,"Same-Sex Marriage Script by Gay Canvasser",92,100,94,92
"1050",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,90,93
"1051",2,"Same-Sex Marriage Script by Gay Canvasser",95,NA,100,86
"1052",2,"Same-Sex Marriage Script by Gay Canvasser",51,50,48,NA
"1053",2,"Same-Sex Marriage Script by Gay Canvasser",3,NA,8,5
"1054",2,"Same-Sex Marriage Script by Gay Canvasser",51,60,NA,49
"1055",2,"Same-Sex Marriage Script by Gay Canvasser",50,53,57,56
"1056",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,90,100
"1057",2,"Same-Sex Marriage Script by Gay Canvasser",50,63,62,68
"1058",2,"Same-Sex Marriage Script by Gay Canvasser",85,75,73,90
"1059",2,"No Contact",87,76,94,88
"1060",2,"No Contact",100,95,94,97
"1061",2,"No Contact",100,96,99,97
"1062",2,"No Contact",90,77,87,NA
"1063",2,"No Contact",46,NA,42,40
"1064",2,"No Contact",7,12,7,12
"1065",2,"No Contact",50,49,59,51
"1066",2,"No Contact",100,100,100,99
"1067",2,"Same-Sex Marriage Script by Gay Canvasser",81,97,NA,75
"1068",2,"Same-Sex Marriage Script by Gay Canvasser",31,21,NA,27
"1069",2,"No Contact",85,82,88,84
"1070",2,"No Contact",1,0,7,8
"1071",2,"No Contact",43,NA,50,45
"1072",2,"No Contact",42,NA,43,NA
"1073",2,"Same-Sex Marriage Script by Gay Canvasser",51,56,NA,46
"1074",2,"Same-Sex Marriage Script by Gay Canvasser",16,23,29,28
"1075",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"1076",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,86
"1077",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,85,89
"1078",2,"Same-Sex Marriage Script by Gay Canvasser",56,61,58,51
"1079",2,"Same-Sex Marriage Script by Gay Canvasser",3,15,10,5
"1080",2,"No Contact",41,43,45,47
"1081",2,"No Contact",87,68,NA,88
"1082",2,"Same-Sex Marriage Script by Gay Canvasser",18,21,21,29
"1083",2,"Same-Sex Marriage Script by Gay Canvasser",1,NA,NA,10
"1084",2,"No Contact",36,NA,33,45
"1085",2,"No Contact",15,27,18,7
"1086",2,"No Contact",60,62,58,66
"1087",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,NA,NA
"1088",2,"Same-Sex Marriage Script by Gay Canvasser",52,71,NA,94
"1089",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,54,42
"1090",2,"No Contact",68,67,58,67
"1091",2,"No Contact",19,27,5,8
"1092",2,"No Contact",89,96,95,85
"1093",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,99,100
"1094",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,81,100
"1095",2,"Same-Sex Marriage Script by Gay Canvasser",31,34,30,17
"1096",2,"Same-Sex Marriage Script by Gay Canvasser",8,NA,0,29
"1097",2,"No Contact",1,0,NA,4
"1098",2,"No Contact",100,100,100,100
"1099",2,"No Contact",62,69,71,49
"1100",2,"Same-Sex Marriage Script by Gay Canvasser",52,54,40,41
"1101",2,"Same-Sex Marriage Script by Gay Canvasser",85,78,NA,82
"1102",2,"Same-Sex Marriage Script by Gay Canvasser",84,NA,66,NA
"1103",2,"Same-Sex Marriage Script by Gay Canvasser",16,24,3,19
"1104",2,"Same-Sex Marriage Script by Gay Canvasser",56,68,45,55
"1105",2,"Same-Sex Marriage Script by Gay Canvasser",51,64,42,59
"1106",2,"No Contact",100,NA,98,100
"1107",2,"No Contact",50,54,58,48
"1108",2,"Same-Sex Marriage Script by Gay Canvasser",4,22,26,23
"1109",2,"Same-Sex Marriage Script by Gay Canvasser",95,94,92,NA
"1110",2,"No Contact",54,NA,49,60
"1111",2,"No Contact",4,14,NA,0
"1112",2,"No Contact",49,45,50,38
"1113",2,"No Contact",3,0,NA,1
"1114",2,"No Contact",52,50,41,43
"1115",2,"No Contact",53,51,NA,44
"1116",2,"No Contact",5,17,1,9
"1117",2,"No Contact",91,NA,100,84
"1118",2,"Same-Sex Marriage Script by Gay Canvasser",0,NA,5,NA
"1119",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,53,49
"1120",2,"Same-Sex Marriage Script by Gay Canvasser",54,59,52,48
"1121",2,"Same-Sex Marriage Script by Gay Canvasser",9,9,6,3
"1122",2,"No Contact",91,97,87,93
"1123",2,"No Contact",41,59,37,NA
"1124",2,"No Contact",1,18,21,3
"1125",2,"No Contact",41,46,29,46
"1126",2,"No Contact",1,0,NA,0
"1127",2,"No Contact",50,55,44,55
"1128",2,"Same-Sex Marriage Script by Gay Canvasser",71,62,74,74
"1129",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,67,74
"1130",2,"No Contact",54,43,NA,54
"1131",2,"No Contact",99,NA,100,NA
"1132",2,"Same-Sex Marriage Script by Gay Canvasser",50,45,56,59
"1133",2,"Same-Sex Marriage Script by Gay Canvasser",90,76,NA,100
"1134",2,"Same-Sex Marriage Script by Gay Canvasser",41,36,NA,48
"1135",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,93
"1136",2,"Same-Sex Marriage Script by Gay Canvasser",51,44,57,61
"1137",2,"No Contact",94,96,90,92
"1138",2,"No Contact",30,46,NA,25
"1139",2,"Same-Sex Marriage Script by Gay Canvasser",82,95,73,89
"1140",2,"Same-Sex Marriage Script by Gay Canvasser",45,NA,54,54
"1141",2,"No Contact",98,100,96,99
"1142",2,"No Contact",51,48,53,55
"1143",2,"Same-Sex Marriage Script by Gay Canvasser",46,53,55,NA
"1144",2,"No Contact",85,NA,NA,NA
"1145",2,"No Contact",50,45,55,56
"1146",2,"No Contact",42,36,44,NA
"1147",2,"No Contact",50,NA,46,48
"1148",2,"No Contact",72,77,82,64
"1149",2,"No Contact",56,51,58,53
"1150",2,"No Contact",89,86,96,93
"1151",2,"No Contact",3,5,14,5
"1152",2,"No Contact",1,9,0,4
"1153",2,"No Contact",51,57,NA,49
"1154",2,"No Contact",55,41,62,57
"1155",2,"No Contact",58,62,62,62
"1156",2,"Same-Sex Marriage Script by Gay Canvasser",6,8,7,20
"1157",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,41,52
"1158",2,"No Contact",41,38,44,36
"1159",2,"No Contact",70,75,NA,NA
"1160",2,"No Contact",41,39,40,42
"1161",2,"No Contact",3,3,0,7
"1162",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,48,NA
"1163",2,"Same-Sex Marriage Script by Gay Canvasser",19,5,13,19
"1164",2,"No Contact",1,0,NA,1
"1165",2,"No Contact",7,14,14,0
"1166",2,"No Contact",72,74,63,75
"1167",2,"No Contact",45,48,53,53
"1168",2,"No Contact",52,NA,43,50
"1169",2,"No Contact",86,63,96,82
"1170",2,"Same-Sex Marriage Script by Gay Canvasser",67,68,92,60
"1171",2,"No Contact",50,56,49,59
"1172",2,"No Contact",81,85,79,82
"1173",2,"Same-Sex Marriage Script by Gay Canvasser",89,100,79,87
"1174",2,"Same-Sex Marriage Script by Gay Canvasser",62,65,61,58
"1175",2,"Same-Sex Marriage Script by Gay Canvasser",52,38,49,51
"1176",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,100,83
"1177",2,"No Contact",59,60,NA,63
"1178",2,"No Contact",51,42,43,49
"1179",2,"Same-Sex Marriage Script by Gay Canvasser",33,34,40,31
"1180",2,"Same-Sex Marriage Script by Gay Canvasser",82,83,NA,95
"1181",2,"No Contact",50,49,53,60
"1182",2,"No Contact",63,77,55,60
"1183",2,"No Contact",78,68,71,100
"1184",2,"No Contact",49,47,NA,64
"1185",2,"No Contact",28,23,29,30
"1186",2,"No Contact",69,63,74,65
"1187",2,"Same-Sex Marriage Script by Gay Canvasser",72,74,56,80
"1188",2,"Same-Sex Marriage Script by Gay Canvasser",96,100,85,88
"1189",2,"No Contact",50,51,59,63
"1190",2,"Same-Sex Marriage Script by Gay Canvasser",40,44,43,59
"1191",2,"Same-Sex Marriage Script by Gay Canvasser",19,39,NA,25
"1192",2,"Same-Sex Marriage Script by Gay Canvasser",51,40,60,54
"1193",2,"Same-Sex Marriage Script by Gay Canvasser",94,100,95,100
"1194",2,"Same-Sex Marriage Script by Gay Canvasser",71,65,79,78
"1195",2,"Same-Sex Marriage Script by Gay Canvasser",56,62,41,56
"1196",2,"No Contact",92,100,NA,83
"1197",2,"No Contact",100,100,89,93
"1198",2,"No Contact",1,NA,NA,15
"1199",2,"No Contact",47,40,31,27
"1200",2,"No Contact",96,100,100,97
"1201",2,"No Contact",50,49,56,57
"1202",2,"Same-Sex Marriage Script by Gay Canvasser",47,39,40,44
"1203",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,41,44
"1204",2,"No Contact",100,94,99,NA
"1205",2,"No Contact",61,49,57,58
"1206",2,"No Contact",100,NA,94,100
"1207",2,"No Contact",53,63,70,63
"1208",2,"No Contact",32,34,39,37
"1209",2,"No Contact",34,NA,22,NA
"1210",2,"No Contact",1,NA,19,5
"1211",2,"No Contact",100,100,100,100
"1212",2,"No Contact",55,68,61,54
"1213",2,"No Contact",100,100,100,100
"1214",2,"No Contact",50,48,48,47
"1215",2,"No Contact",52,57,44,60
"1216",2,"No Contact",53,56,40,44
"1217",2,"No Contact",21,25,8,25
"1218",2,"No Contact",59,60,51,67
"1219",2,"No Contact",91,93,82,90
"1220",2,"No Contact",80,78,80,79
"1221",2,"Same-Sex Marriage Script by Gay Canvasser",70,NA,NA,61
"1222",2,"Same-Sex Marriage Script by Gay Canvasser",3,8,13,20
"1223",2,"No Contact",30,28,29,32
"1224",2,"No Contact",84,72,89,85
"1225",2,"No Contact",61,60,69,71
"1226",2,"No Contact",100,100,100,100
"1227",2,"No Contact",90,92,99,95
"1228",2,"No Contact",50,49,48,NA
"1229",2,"No Contact",100,97,99,100
"1230",2,"No Contact",31,NA,42,NA
"1231",2,"No Contact",39,NA,43,32
"1232",2,"No Contact",13,7,2,11
"1233",2,"Same-Sex Marriage Script by Gay Canvasser",67,78,NA,76
"1234",2,"No Contact",63,58,49,61
"1235",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,54,52
"1236",2,"Same-Sex Marriage Script by Gay Canvasser",3,7,NA,8
"1237",2,"Same-Sex Marriage Script by Gay Canvasser",40,43,44,52
"1238",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,97
"1239",2,"Same-Sex Marriage Script by Gay Canvasser",51,55,67,56
"1240",2,"Same-Sex Marriage Script by Gay Canvasser",42,36,NA,46
"1241",2,"Same-Sex Marriage Script by Gay Canvasser",96,100,100,96
"1242",2,"Same-Sex Marriage Script by Gay Canvasser",12,4,11,8
"1243",2,"Same-Sex Marriage Script by Gay Canvasser",91,NA,NA,77
"1244",2,"No Contact",50,50,NA,35
"1245",2,"No Contact",65,57,66,51
"1246",2,"No Contact",50,48,52,NA
"1247",2,"No Contact",50,45,46,50
"1248",2,"Same-Sex Marriage Script by Gay Canvasser",90,82,85,87
"1249",2,"Same-Sex Marriage Script by Gay Canvasser",22,20,19,50
"1250",2,"Same-Sex Marriage Script by Gay Canvasser",50,68,68,76
"1251",2,"No Contact",52,53,58,NA
"1252",2,"No Contact",67,76,58,83
"1253",2,"Same-Sex Marriage Script by Gay Canvasser",80,95,89,NA
"1254",2,"Same-Sex Marriage Script by Gay Canvasser",11,NA,0,14
"1255",2,"Same-Sex Marriage Script by Gay Canvasser",68,NA,71,77
"1256",2,"No Contact",50,51,53,49
"1257",2,"No Contact",47,60,47,36
"1258",2,"No Contact",50,56,45,54
"1259",2,"No Contact",100,NA,100,NA
"1260",2,"No Contact",89,82,93,87
"1261",2,"No Contact",15,19,12,9
"1262",2,"No Contact",98,93,99,87
"1263",2,"Same-Sex Marriage Script by Gay Canvasser",76,72,67,90
"1264",2,"Same-Sex Marriage Script by Gay Canvasser",1,0,3,0
"1265",2,"Same-Sex Marriage Script by Gay Canvasser",79,78,74,79
"1266",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,100,90
"1267",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,94,92
"1268",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,55,60
"1269",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,91,NA
"1270",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,NA,100
"1271",2,"No Contact",50,51,48,56
"1272",2,"No Contact",50,45,53,NA
"1273",2,"No Contact",59,48,39,57
"1274",2,"Same-Sex Marriage Script by Gay Canvasser",73,NA,69,66
"1275",2,"Same-Sex Marriage Script by Gay Canvasser",63,81,85,75
"1276",2,"No Contact",53,41,NA,46
"1277",2,"No Contact",52,46,45,43
"1278",2,"No Contact",100,NA,NA,100
"1279",2,"No Contact",50,51,57,38
"1280",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,46,52
"1281",2,"Same-Sex Marriage Script by Gay Canvasser",99,89,100,100
"1282",2,"No Contact",70,71,58,69
"1283",2,"No Contact",1,12,11,1
"1284",2,"No Contact",13,0,19,5
"1285",2,"No Contact",50,52,54,54
"1286",2,"Same-Sex Marriage Script by Gay Canvasser",55,60,52,39
"1287",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,53,57
"1288",2,"No Contact",1,0,0,9
"1289",2,"No Contact",15,25,21,0
"1290",2,"No Contact",96,98,92,NA
"1291",2,"No Contact",50,44,48,60
"1292",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,98
"1293",2,"Same-Sex Marriage Script by Gay Canvasser",66,58,70,74
"1294",2,"No Contact",7,13,NA,0
"1295",2,"No Contact",100,98,NA,100
"1296",2,"No Contact",50,46,47,65
"1297",2,"No Contact",52,40,56,62
"1298",2,"Same-Sex Marriage Script by Gay Canvasser",62,74,73,NA
"1299",2,"Same-Sex Marriage Script by Gay Canvasser",29,5,37,38
"1300",2,"Same-Sex Marriage Script by Gay Canvasser",1,3,0,10
"1301",2,"Same-Sex Marriage Script by Gay Canvasser",82,75,83,NA
"1302",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,51,NA
"1303",2,"Same-Sex Marriage Script by Gay Canvasser",11,12,NA,17
"1304",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,100
"1305",2,"No Contact",50,49,54,52
"1306",2,"No Contact",26,11,NA,33
"1307",2,"No Contact",85,92,83,80
"1308",2,"Same-Sex Marriage Script by Gay Canvasser",66,74,NA,70
"1309",2,"No Contact",50,49,49,46
"1310",2,"No Contact",49,48,46,51
"1311",2,"No Contact",31,48,39,28
"1312",2,"No Contact",50,46,48,50
"1313",2,"No Contact",50,NA,53,38
"1314",2,"No Contact",70,82,NA,63
"1315",2,"No Contact",12,NA,12,0
"1316",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,57,50
"1317",2,"Same-Sex Marriage Script by Gay Canvasser",9,35,NA,47
"1318",2,"Same-Sex Marriage Script by Gay Canvasser",38,34,45,51
"1319",2,"No Contact",97,89,78,100
"1320",2,"No Contact",50,48,54,52
"1321",2,"Same-Sex Marriage Script by Gay Canvasser",98,100,100,98
"1322",2,"Same-Sex Marriage Script by Gay Canvasser",44,45,47,59
"1323",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,NA,93
"1324",2,"No Contact",50,49,47,57
"1325",2,"No Contact",31,30,32,37
"1326",2,"No Contact",51,55,47,52
"1327",2,"No Contact",91,NA,87,NA
"1328",2,"No Contact",84,NA,97,NA
"1329",2,"No Contact",49,51,51,56
"1330",2,"No Contact",42,30,55,47
"1331",2,"No Contact",3,0,16,2
"1332",2,"No Contact",47,41,58,38
"1333",2,"Same-Sex Marriage Script by Gay Canvasser",81,90,100,77
"1334",2,"No Contact",71,66,NA,77
"1335",2,"Same-Sex Marriage Script by Gay Canvasser",1,2,0,7
"1336",2,"Same-Sex Marriage Script by Gay Canvasser",85,88,100,81
"1337",2,"Same-Sex Marriage Script by Gay Canvasser",52,60,NA,44
"1338",2,"Same-Sex Marriage Script by Gay Canvasser",22,24,29,22
"1339",2,"No Contact",52,58,78,53
"1340",2,"No Contact",31,38,29,26
"1341",2,"No Contact",100,NA,100,97
"1342",2,"No Contact",97,86,97,100
"1343",2,"No Contact",50,51,39,65
"1344",2,"No Contact",40,NA,40,NA
"1345",2,"No Contact",100,99,91,100
"1346",2,"No Contact",97,100,NA,100
"1347",2,"No Contact",100,100,97,93
"1348",2,"No Contact",73,69,61,72
"1349",2,"No Contact",75,79,81,88
"1350",2,"No Contact",91,100,83,85
"1351",2,"No Contact",50,52,64,51
"1352",2,"No Contact",28,34,NA,22
"1353",2,"No Contact",50,45,50,48
"1354",2,"No Contact",100,99,94,95
"1355",2,"Same-Sex Marriage Script by Gay Canvasser",93,87,70,100
"1356",2,"No Contact",50,51,59,46
"1357",2,"Same-Sex Marriage Script by Gay Canvasser",51,44,44,62
"1358",2,"No Contact",95,88,NA,83
"1359",2,"Same-Sex Marriage Script by Gay Canvasser",82,93,77,NA
"1360",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,39,47
"1361",2,"No Contact",89,88,77,99
"1362",2,"No Contact",89,86,NA,97
"1363",2,"No Contact",70,55,80,69
"1364",2,"No Contact",50,53,48,53
"1365",2,"No Contact",40,40,44,37
"1366",2,"Same-Sex Marriage Script by Gay Canvasser",86,84,100,86
"1367",2,"No Contact",10,0,0,6
"1368",2,"No Contact",100,100,100,87
"1369",2,"No Contact",91,80,96,82
"1370",2,"Same-Sex Marriage Script by Gay Canvasser",91,NA,NA,98
"1371",2,"Same-Sex Marriage Script by Gay Canvasser",50,56,49,51
"1372",2,"Same-Sex Marriage Script by Gay Canvasser",30,33,37,38
"1373",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,80,87
"1374",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,99,NA
"1375",2,"Same-Sex Marriage Script by Gay Canvasser",100,97,94,100
"1376",2,"Same-Sex Marriage Script by Gay Canvasser",41,40,43,49
"1377",2,"No Contact",91,79,92,89
"1378",2,"No Contact",72,64,78,77
"1379",2,"Same-Sex Marriage Script by Gay Canvasser",70,67,60,54
"1380",2,"Same-Sex Marriage Script by Gay Canvasser",21,24,34,17
"1381",2,"Same-Sex Marriage Script by Gay Canvasser",21,21,22,22
"1382",2,"Same-Sex Marriage Script by Gay Canvasser",48,57,35,33
"1383",2,"Same-Sex Marriage Script by Gay Canvasser",38,43,34,43
"1384",2,"Same-Sex Marriage Script by Gay Canvasser",47,38,48,43
"1385",2,"Same-Sex Marriage Script by Gay Canvasser",84,94,73,87
"1386",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,57,51
"1387",2,"No Contact",72,62,77,81
"1388",2,"No Contact",50,51,50,50
"1389",2,"No Contact",100,97,100,100
"1390",2,"No Contact",50,NA,54,NA
"1391",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,45,56
"1392",2,"Same-Sex Marriage Script by Gay Canvasser",32,23,47,28
"1393",2,"Same-Sex Marriage Script by Gay Canvasser",80,100,100,100
"1394",2,"Same-Sex Marriage Script by Gay Canvasser",42,38,56,52
"1395",2,"Same-Sex Marriage Script by Gay Canvasser",46,54,51,45
"1396",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,37,57
"1397",2,"Same-Sex Marriage Script by Gay Canvasser",84,100,72,82
"1398",2,"Same-Sex Marriage Script by Gay Canvasser",58,77,65,52
"1399",2,"Same-Sex Marriage Script by Gay Canvasser",32,39,35,31
"1400",2,"No Contact",100,100,100,NA
"1401",2,"No Contact",93,96,88,NA
"1402",2,"Same-Sex Marriage Script by Gay Canvasser",51,55,54,67
"1403",2,"Same-Sex Marriage Script by Gay Canvasser",81,85,77,94
"1404",2,"Same-Sex Marriage Script by Gay Canvasser",74,59,65,74
"1405",2,"Same-Sex Marriage Script by Gay Canvasser",70,73,62,64
"1406",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,NA,55
"1407",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,54,NA
"1408",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,41,49
"1409",2,"Same-Sex Marriage Script by Gay Canvasser",67,52,75,63
"1410",2,"Same-Sex Marriage Script by Gay Canvasser",51,63,81,48
"1411",2,"Same-Sex Marriage Script by Gay Canvasser",63,51,62,64
"1412",2,"Same-Sex Marriage Script by Gay Canvasser",51,56,63,63
"1413",2,"No Contact",95,97,100,100
"1414",2,"No Contact",45,NA,35,49
"1415",2,"No Contact",50,51,50,49
"1416",2,"Same-Sex Marriage Script by Gay Canvasser",3,7,8,NA
"1417",2,"Same-Sex Marriage Script by Gay Canvasser",3,9,11,NA
"1418",2,"Same-Sex Marriage Script by Gay Canvasser",2,0,0,8
"1419",2,"Same-Sex Marriage Script by Gay Canvasser",41,50,48,36
"1420",2,"No Contact",4,10,6,0
"1421",2,"No Contact",75,89,56,65
"1422",2,"No Contact",50,49,48,NA
"1423",2,"No Contact",56,49,62,42
"1424",2,"No Contact",93,NA,100,91
"1425",2,"Same-Sex Marriage Script by Gay Canvasser",50,44,59,NA
"1426",2,"Same-Sex Marriage Script by Gay Canvasser",60,48,73,45
"1427",2,"Same-Sex Marriage Script by Gay Canvasser",6,18,NA,30
"1428",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,95
"1429",2,"Same-Sex Marriage Script by Gay Canvasser",91,NA,96,82
"1430",2,"Same-Sex Marriage Script by Gay Canvasser",67,80,77,77
"1431",2,"Same-Sex Marriage Script by Gay Canvasser",47,65,43,52
"1432",2,"No Contact",98,100,100,98
"1433",2,"No Contact",61,58,63,57
"1434",2,"Same-Sex Marriage Script by Gay Canvasser",52,43,54,NA
"1435",2,"Same-Sex Marriage Script by Gay Canvasser",2,0,10,8
"1436",2,"Same-Sex Marriage Script by Gay Canvasser",65,60,53,NA
"1437",2,"Same-Sex Marriage Script by Gay Canvasser",21,28,19,19
"1438",2,"No Contact",1,3,0,0
"1439",2,"No Contact",50,NA,53,42
"1440",2,"Same-Sex Marriage Script by Gay Canvasser",100,98,93,100
"1441",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,54,54
"1442",2,"No Contact",66,65,88,62
"1443",2,"No Contact",50,51,NA,49
"1444",2,"No Contact",50,53,48,54
"1445",2,"No Contact",51,50,48,38
"1446",2,"No Contact",52,59,50,54
"1447",2,"No Contact",73,84,NA,79
"1448",2,"Same-Sex Marriage Script by Gay Canvasser",1,0,10,1
"1449",2,"Same-Sex Marriage Script by Gay Canvasser",50,53,47,57
"1450",2,"Same-Sex Marriage Script by Gay Canvasser",88,80,79,100
"1451",2,"Same-Sex Marriage Script by Gay Canvasser",61,48,41,57
"1452",2,"No Contact",75,63,71,NA
"1453",2,"Same-Sex Marriage Script by Gay Canvasser",96,NA,89,NA
"1454",2,"Same-Sex Marriage Script by Gay Canvasser",66,60,86,80
"1455",2,"Same-Sex Marriage Script by Gay Canvasser",96,100,NA,NA
"1456",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,99
"1457",2,"Same-Sex Marriage Script by Gay Canvasser",3,8,NA,11
"1458",2,"No Contact",100,100,96,90
"1459",2,"No Contact",50,52,53,42
"1460",2,"Same-Sex Marriage Script by Gay Canvasser",1,7,0,0
"1461",2,"Same-Sex Marriage Script by Gay Canvasser",77,76,77,79
"1462",2,"No Contact",50,47,NA,53
"1463",2,"No Contact",100,100,100,NA
"1464",2,"No Contact",40,46,NA,43
"1465",2,"No Contact",69,60,61,67
"1466",2,"No Contact",50,48,49,39
"1467",2,"No Contact",99,97,100,100
"1468",2,"No Contact",88,95,NA,78
"1469",2,"No Contact",100,99,97,NA
"1470",2,"No Contact",99,100,NA,98
"1471",2,"No Contact",50,51,52,57
"1472",2,"Same-Sex Marriage Script by Gay Canvasser",94,100,91,96
"1473",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,44,50
"1474",2,"Same-Sex Marriage Script by Gay Canvasser",63,49,72,65
"1475",2,"Same-Sex Marriage Script by Gay Canvasser",63,69,41,NA
"1476",2,"No Contact",50,51,55,52
"1477",2,"No Contact",50,51,48,49
"1478",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"1479",2,"No Contact",60,76,66,73
"1480",2,"No Contact",89,95,67,88
"1481",2,"No Contact",1,0,16,0
"1482",2,"Same-Sex Marriage Script by Gay Canvasser",96,NA,NA,100
"1483",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,48,54
"1484",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,88,85
